                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    209,                0.92846,                  1.922,                0.75632,                0.97814,                0.89343,                0.86138,                0.89374,                0.77636,                0.84255,                0.83072,                0.86211,                0.66927,                0.73786,                0.94931,                0.57279,                0.87863,             6.7866e-05,             6.7866e-05,             6.7866e-05
                    210,                0.94253,                 1.9033,                0.76263,                0.99081,                0.90077,                0.85874,                 0.8923,                0.77762,                0.90259,                0.82252,                   0.87,                 0.6701,                0.72791,                0.95071,                0.57097,                0.88013,             6.7638e-05,             6.7638e-05,             6.7638e-05
                    211,                0.93085,                 1.9498,                 0.7931,                0.99623,                 0.9199,                0.83369,                0.89258,                0.77386,                 0.8912,                0.80934,                0.85711,                0.65952,                 0.7381,                0.95813,                0.57936,                0.87753,             6.7411e-05,             6.7411e-05,             6.7411e-05
                    212,                0.93089,                 1.9241,                0.82305,                0.99188,                0.92078,                0.83803,                0.89138,                0.75797,                0.92038,                0.77724,                 0.8597,                0.65752,                0.74025,                0.95053,                0.57623,                0.88455,             6.7183e-05,             6.7183e-05,             6.7183e-05
                    213,                0.90414,                 1.8762,                0.74669,                0.98396,                0.90566,                0.86696,                0.88935,                0.76094,                0.91606,                0.79814,                0.86727,                 0.6729,                0.73697,                0.95965,                0.57971,                0.88517,             6.6955e-05,             6.6955e-05,             6.6955e-05
                    214,                0.93335,                 1.9009,                 0.8281,                0.98933,                0.91687,                0.85563,                 0.8905,                0.77732,                0.86455,                0.83758,                0.86743,                0.67151,                0.73189,                 0.9534,                0.57672,                0.88372,             6.6728e-05,             6.6728e-05,             6.6728e-05
                    215,                0.94186,                 1.9129,                0.77093,                0.99093,                0.89791,                0.84792,                0.89077,                0.77647,                0.89707,                0.80388,                0.85934,                0.66569,                0.72769,                0.95416,                0.57728,                0.87861,               6.65e-05,               6.65e-05,               6.65e-05
                    216,                0.92068,                 1.9156,                0.75658,                0.97869,                0.89173,                0.84898,                0.88934,                0.77405,                0.88398,                0.81311,                0.85301,                 0.6647,                0.73392,                0.95398,                0.57812,                0.87768,             6.6272e-05,             6.6272e-05,             6.6272e-05
                    217,                0.93394,                 1.9573,                0.79249,                0.98583,                0.90642,                0.83957,                0.88991,                0.77165,                0.87909,                0.81439,                0.85016,                  0.664,                 0.7302,                0.95323,                0.58118,                0.87933,             6.6045e-05,             6.6045e-05,             6.6045e-05
                    218,                0.89385,                 1.8518,                0.75117,                0.97516,                0.90585,                0.84755,                0.89072,                0.77772,                0.88937,                 0.8266,                0.86558,                0.67406,                0.73105,                0.94034,                0.57278,                0.87999,             6.5817e-05,             6.5817e-05,             6.5817e-05
                    219,                0.90659,                 1.9012,                 0.7792,                 0.9783,                0.91911,                 0.8545,                 0.8921,                 0.7749,                0.91107,                0.81683,                0.86318,                0.67205,                0.72082,                0.95077,                0.56149,                0.87679,             6.5589e-05,             6.5589e-05,             6.5589e-05
                    220,                0.94975,                 1.9891,                0.78902,                0.98742,                0.91206,                0.84783,                0.89049,                0.78057,                0.85053,                0.79946,                0.84236,                 0.6564,                0.70394,                0.94633,                0.56529,                0.87302,             6.5361e-05,             6.5361e-05,             6.5361e-05
                    221,                0.93416,                 1.9174,                 0.7596,                0.98072,                0.91615,                0.84871,                0.89239,                 0.7837,                0.86025,                0.81487,                0.85387,                0.66087,                 0.7255,                0.94134,                0.56699,                0.87625,             6.5134e-05,             6.5134e-05,             6.5134e-05
                    222,                0.96353,                  1.986,                0.76776,                0.99136,                0.90273,                0.85266,                0.89382,                0.78319,                0.87448,                0.82296,                 0.8682,                0.67124,                0.73014,                0.94016,                0.56011,                0.87337,             6.4906e-05,             6.4906e-05,             6.4906e-05
                    223,                0.92836,                 1.9566,                 0.7443,                0.98268,                 0.8984,                0.85423,                0.89171,                0.77446,                0.85982,                0.82941,                 0.8489,                0.65141,                0.73956,                0.95481,                 0.5664,                0.87826,             6.4678e-05,             6.4678e-05,             6.4678e-05
                    224,                0.91021,                 1.8955,                0.75081,                0.98811,                0.88201,                0.83807,                0.88101,                0.76714,                0.84599,                0.81176,                0.84593,                0.66142,                0.72655,                0.96653,                0.55348,                0.87827,             6.4451e-05,             6.4451e-05,             6.4451e-05
                    225,                0.94531,                 1.9584,                0.76355,                0.99694,                 0.8824,                0.84364,                0.88406,                0.76881,                0.84226,                0.80611,                0.84121,                0.66145,                0.72881,                0.98247,                0.57042,                0.88215,             6.4223e-05,             6.4223e-05,             6.4223e-05
                    226,                0.92203,                 1.8661,                 0.7306,                0.97355,                0.90193,                 0.8537,                0.89282,                0.78662,                0.82712,                0.79124,                0.83263,                0.66684,                0.73573,                0.96633,                0.56537,                0.87939,             6.3995e-05,             6.3995e-05,             6.3995e-05
                    227,                0.92128,                 1.8654,                0.73818,                0.97635,                0.93096,                0.83022,                0.88474,                0.76729,                0.88244,                0.80108,                0.83698,                 0.6661,                0.73382,                0.95229,                0.56935,                0.87788,             6.3767e-05,             6.3767e-05,             6.3767e-05
                    228,                0.92943,                 1.9033,                0.75686,                0.97741,                0.93423,                0.84944,                0.89045,                0.75153,                0.88048,                0.80501,                0.84958,                0.66043,                0.73426,                0.95587,                0.57326,                0.88001,              6.354e-05,              6.354e-05,              6.354e-05
                    229,                0.93399,                 1.9386,                0.76731,                0.97924,                0.90441,                0.85788,                0.89261,                0.76447,                0.87528,                0.79353,                0.84585,                0.66943,                0.73254,                0.94248,                0.57156,                0.88005,             6.3312e-05,             6.3312e-05,             6.3312e-05
                    230,                0.93731,                 1.8939,                0.76654,                0.98437,                0.89855,                0.85708,                0.89044,                0.78035,                0.89205,                0.80581,                0.85273,                0.66745,                0.72776,                0.94683,                0.56257,                0.87605,             6.3084e-05,             6.3084e-05,             6.3084e-05
                    231,                0.89114,                 1.9123,                0.74143,                0.96976,                0.89376,                0.86531,                0.89422,                0.78328,                0.86326,                0.82293,                0.85364,                0.67856,                0.71013,                0.93857,                0.55332,                0.87266,             6.2857e-05,             6.2857e-05,             6.2857e-05
                    232,                0.91321,                 1.9021,                0.73385,                0.97772,                0.90557,                0.85726,                0.89441,                0.76851,                0.88144,                0.81865,                0.86152,                0.67858,                0.71713,                0.95263,                0.55324,                 0.8762,             6.2629e-05,             6.2629e-05,             6.2629e-05
                    233,                0.91517,                  1.885,                0.75071,                0.97907,                0.91137,                 0.8633,                0.89489,                0.77761,                0.88438,                0.83152,                0.86367,                0.67855,                0.72104,                0.95492,                0.55612,                0.87954,             6.2401e-05,             6.2401e-05,             6.2401e-05
                    234,                0.92491,                 1.8687,                 0.7391,                0.97217,                0.91669,                0.86346,                0.89423,                0.77919,                0.89384,                0.82831,                0.86159,                0.68577,                 0.7239,                0.95751,                0.55847,                0.88032,             6.2174e-05,             6.2174e-05,             6.2174e-05
                    235,                0.91907,                 1.8672,                0.76101,                0.99916,                0.92709,                0.85075,                0.89458,                 0.7704,                0.89822,                 0.8152,                0.86104,                0.67061,                0.74409,                0.95577,                0.56442,                0.88369,             6.1946e-05,             6.1946e-05,             6.1946e-05
                    236,                0.93562,                 1.9265,                0.75312,                0.99078,                0.92857,                0.84093,                0.89502,                0.76256,                0.90223,                0.79615,                0.86013,                0.67051,                0.75489,                0.95654,                0.57069,                0.88146,             6.1718e-05,             6.1718e-05,             6.1718e-05
                    237,                0.95792,                 1.9846,                0.78388,                 1.0216,                0.91827,                0.86249,                0.89647,                0.76961,                 0.8803,                0.83552,                 0.8703,                0.68437,                0.73406,                0.94842,                 0.5544,                0.87915,             6.1491e-05,             6.1491e-05,             6.1491e-05
                    238,                 0.9101,                 1.9783,                0.79617,                0.99146,                0.91562,                0.85784,                 0.8968,                0.78724,                0.86075,                0.83151,                0.86476,                0.66833,                0.73574,                0.94521,                0.54747,                0.87868,             6.1263e-05,             6.1263e-05,             6.1263e-05
                    239,                0.94897,                 1.9382,                0.77098,                0.98804,                0.89812,                0.86843,                0.89735,                0.77049,                0.85222,                0.83394,                0.85922,                0.67342,                0.74193,                 0.9415,                0.54671,                0.88194,             6.1035e-05,             6.1035e-05,             6.1035e-05
                    240,                 0.9245,                 1.9169,                0.78278,                0.98784,                 0.8945,                0.85879,                0.89389,                0.76984,                0.85472,                0.82827,                0.85757,                0.67922,                0.74305,                 0.9417,                0.54567,                0.88267,             6.0807e-05,             6.0807e-05,             6.0807e-05
                    241,                0.91906,                 1.8874,                0.74478,                0.97609,                0.89928,                0.85421,                0.89454,                0.75796,                0.84936,                0.82894,                0.86398,                0.67645,                0.73366,                0.93079,                0.55066,                0.88179,              6.058e-05,              6.058e-05,              6.058e-05
                    242,                0.92682,                 1.8621,                0.73732,                0.97356,                0.90847,                 0.8593,                 0.8938,                0.75119,                 0.8461,                0.81785,                0.85364,                 0.6734,                0.73418,                0.92674,                0.54497,                0.87984,             6.0352e-05,             6.0352e-05,             6.0352e-05
                    243,                0.92419,                 1.9645,                0.79236,                0.98526,                  0.885,                0.83639,                0.88475,                0.76259,                0.85018,                0.81675,                0.85888,                0.67465,                0.73213,                0.93054,                0.54293,                0.87745,             6.0124e-05,             6.0124e-05,             6.0124e-05
                    244,                0.94167,                 1.8974,                0.83107,                 0.9979,                0.89523,                0.85682,                0.89395,                0.78203,                0.84141,                0.81294,                0.85741,                0.67707,                0.70852,                0.93656,                0.54753,                0.87162,             5.9897e-05,             5.9897e-05,             5.9897e-05
                    245,                0.91308,                 1.8677,                0.73188,                0.97684,                0.89445,                0.86291,                0.89676,                0.77378,                0.88524,                0.80697,                0.86834,                0.67603,                0.71814,                0.94059,                0.54909,                0.87465,             5.9669e-05,             5.9669e-05,             5.9669e-05
                    246,                0.92133,                 1.9298,                0.76153,                0.98438,                0.88884,                0.85077,                0.88051,                0.76232,                0.85279,                0.82516,                0.86005,                0.67094,                0.72544,                0.94088,                0.55082,                0.88147,             5.9441e-05,             5.9441e-05,             5.9441e-05
                    247,                0.94003,                 1.8648,                0.76739,                 1.0007,                0.89457,                0.85787,                 0.8959,                0.77726,                0.85542,                0.82667,                0.86593,                0.67272,                0.72292,                0.93449,                0.54484,                0.87886,             5.9214e-05,             5.9214e-05,             5.9214e-05
                    248,                0.90296,                  1.862,                0.72019,                0.97063,                0.91304,                0.82458,                0.88778,                0.77745,                0.88716,                0.77997,                0.84482,                0.67151,                0.71803,                0.93489,                0.54823,                0.87614,             5.8986e-05,             5.8986e-05,             5.8986e-05
                    249,                0.92102,                 1.8839,                0.74602,                0.98446,                 0.9029,                 0.8529,                0.88881,                0.77507,                0.86614,                0.82722,                0.85747,                0.68275,                0.70737,                0.93097,                0.54178,                0.87054,             5.8758e-05,             5.8758e-05,             5.8758e-05
                    250,                0.94217,                 1.8861,                 0.7653,                 1.0137,                0.91795,                0.85809,                0.89626,                0.78399,                0.87398,                0.82276,                0.86561,                 0.6829,                0.72881,                0.93698,                0.54498,                0.87451,              5.853e-05,              5.853e-05,              5.853e-05
                    251,                 0.9058,                   1.88,                0.73424,                 0.9708,                0.91306,                0.85674,                 0.8976,                0.78453,                0.86479,                0.82647,                0.85896,                 0.6698,                0.71107,                0.93044,                0.53846,                0.87234,             5.8303e-05,             5.8303e-05,             5.8303e-05
                    252,                0.89414,                 1.8179,                0.73176,                0.97907,                0.93015,                0.84856,                 0.8967,                  0.781,                0.87956,                0.80878,                0.84803,                0.66918,                0.70268,                0.93027,                0.54128,                0.86745,             5.8075e-05,             5.8075e-05,             5.8075e-05
                    253,                0.92575,                 2.1019,                0.93867,                 1.0104,                0.91355,                0.86446,                0.89661,                 0.7828,                0.88944,                0.81546,                0.86073,                0.67573,                0.70184,                0.92414,                0.53923,                0.86802,             5.7847e-05,             5.7847e-05,             5.7847e-05
                    254,                 0.9385,                 1.8775,                0.78302,                0.98831,                0.92013,                0.86473,                0.89604,                0.78006,                0.87651,                0.82712,                0.85614,                0.66834,                0.71025,                0.92731,                0.54276,                0.87054,              5.762e-05,              5.762e-05,              5.762e-05
                    255,                 0.9165,                 1.9051,                0.76255,                 0.9784,                0.91669,                0.86202,                0.89656,                0.78603,                0.86888,                0.82568,                0.85853,                0.66839,                 0.7112,                0.93455,                0.54239,                0.87223,             5.7392e-05,             5.7392e-05,             5.7392e-05
                    256,                0.90579,                 1.8583,                0.77416,                0.97274,                0.88491,                0.85607,                0.89691,                0.77481,                 0.8565,                 0.8172,                0.86063,                 0.6658,                 0.7096,                0.93441,                0.55736,                0.87375,             5.7164e-05,             5.7164e-05,             5.7164e-05
